name,duration,playcount,listeners,mbid,url,artist
C.R.E.A.M.,250,3877738,675752,,https://www.last.fm/music/Wu-Tang+Clan/_/C.R.E.A.M.,Wu-Tang Clan
I Know Places,195,2430028,191118,adfcdd81-4129-436b-97d1-7aa522392583,https://www.last.fm/music/Taylor+Swift/_/I+Know+Places,Taylor Swift
Sunday Morning,175,4276850,677283,5187616d-baf0-4aff-b650-25ff32ab19d8,https://www.last.fm/music/The+Velvet+Underground/_/Sunday+Morning,The Velvet Underground
Dynamite,203,4488666,755314,bb42dea2-7354-4cb3-8e70-c1cb7dd94392,https://www.last.fm/music/Taio+Cruz/_/Dynamite,Taio Cruz
forget me too (feat. Halsey),0,986123,77523,,https://www.last.fm/music/Machine+Gun+Kelly/_/forget+me+too+(feat.+Halsey),Machine Gun Kelly
Dress,0,1773065,128285,,https://www.last.fm/music/Taylor+Swift/_/Dress,Taylor Swift
Maria I'm Drunk (feat. Justin Bieber & Young Thug),0,528680,72928,,https://www.last.fm/music/Travis+Scott/_/Maria+I%27m+Drunk+(feat.+Justin+Bieber+&+Young+Thug),Travis Scott
everytime,0,2732685,168601,,https://www.last.fm/music/Ariana+Grande/_/everytime,Ariana Grande
Novacane,302,2905730,410752,2dcc855e-04c7-4d1b-9c5f-6560da5fd709,https://www.last.fm/music/Frank+Ocean/_/Novacane,Frank Ocean
HONEST,0,801157,90635,,https://www.last.fm/music/Baby+Keem/_/HONEST,Baby Keem
Gives You Hell,387,5289104,752710,,https://www.last.fm/music/The+All-American+Rejects/_/Gives+You+Hell,The All-American Rejects
Respect,0,3904860,97795,,https://www.last.fm/music/BTS/_/Respect,BTS
"Take Me Home, Country Roads",257,2239086,449405,3ed37956-e579-450c-9865-9c45c8a37cd9,"https://www.last.fm/music/John+Denver/_/Take+Me+Home,+Country+Roads",John Denver
New Flesh,0,842975,115639,,https://www.last.fm/music/Current+Joys/_/New+Flesh,Current Joys
Bad Decisions,0,1147433,165994,,https://www.last.fm/music/The+Strokes/_/Bad+Decisions,The Strokes
Roxanne,473,4765078,913601,8c2ead25-9d14-437b-aad2-cbc88958bf76,https://www.last.fm/music/The+Police/_/Roxanne,The Police
Buscando Amor,0,244777,24340,,https://www.last.fm/music/Selena+Gomez/_/Buscando+Amor,Selena Gomez
Yeah! (feat. Lil Jon & Ludacris),0,615045,173839,,https://www.last.fm/music/Usher/_/Yeah%21+(feat.+Lil+Jon+&+Ludacris),Usher
WOT,0,168928,40090,,https://www.last.fm/music/slowthai/_/WOT,slowthai
Photograph,258,4505765,520053,7dcbc1be-4257-4d64-b915-045dfb23ae88,https://www.last.fm/music/Ed+Sheeran/_/Photograph,Ed Sheeran
Feel the Love,0,2108249,195063,,https://www.last.fm/music/Kids+See+Ghosts/_/Feel+the+Love,Kids See Ghosts
Back to December,291,2833977,296874,d61b9907-6c58-46cd-ba52-ea0c4119898b,https://www.last.fm/music/Taylor+Swift/_/Back+to+December,Taylor Swift
Andromeda,0,1489155,161794,,https://www.last.fm/music/Weyes+Blood/_/Andromeda,Weyes Blood
Sucker,0,2595180,268859,,https://www.last.fm/music/Jonas+Brothers/_/Sucker,Jonas Brothers
Don't Speak,304,6662714,1087412,75f82744-5d4d-417c-b276-37dc4c17a98d,https://www.last.fm/music/No+Doubt/_/Don%27t+Speak,No Doubt
Perfect,0,2811272,340990,,https://www.last.fm/music/Ed+Sheeran/_/Perfect,Ed Sheeran
Daydream (백일몽),0,2911913,97410,,https://www.last.fm/music/J-Hope/_/Daydream+(%EB%B0%B1%EC%9D%BC%EB%AA%BD),J-Hope
Yesterday - Remastered 2009,0,1319790,258382,,https://www.last.fm/music/The+Beatles/_/Yesterday+-+Remastered+2009,The Beatles
Harness Your Hopes - b-side,0,440150,97152,,https://www.last.fm/music/Pavement/_/Harness+Your+Hopes+-+b-side,Pavement
Back Door,0,1207286,67664,,https://www.last.fm/music/STRAY+KIDS/_/Back+Door,STRAY KIDS
Best Of Me,0,2703399,120876,,https://www.last.fm/music/BTS/_/Best+Of+Me,BTS
Cudi Montage,0,1982818,181429,,https://www.last.fm/music/Kids+See+Ghosts/_/Cudi+Montage,Kids See Ghosts
Run,0,2219114,123570,,https://www.last.fm/music/BTS/_/Run,BTS
Supalonely,0,1757998,209230,,https://www.last.fm/music/benee/_/Supalonely,benee
You Only Live Once,186,8666001,970012,4f9c026f-e959-4edc-9c99-e2b805590a0a,https://www.last.fm/music/The+Strokes/_/You+Only+Live+Once,The Strokes
Story of My Life,244,2885539,374489,1a2be4d7-4112-48f0-83bb-10f009b61728,https://www.last.fm/music/One+Direction/_/Story+of+My+Life,One Direction
push (feat. Deb Never),0,187890,35344,,https://www.last.fm/music/slowthai/_/push+(feat.+Deb+Never),slowthai
Given-Taken,0,1050537,47157,,https://www.last.fm/music/ENHYPEN/_/Given-Taken,ENHYPEN
Love It If We Made It,0,2147370,186964,,https://www.last.fm/music/The+1975/_/Love+It+If+We+Made+It,The 1975
Pink Matter,0,2230501,287656,,https://www.last.fm/music/Frank+Ocean/_/Pink+Matter,Frank Ocean
HOMAGE,0,1199818,167284,,https://www.last.fm/music/Mild+High+Club/_/HOMAGE,Mild High Club
You Make My Dreams (Come True),0,327507,102579,,https://www.last.fm/music/Daryl+Hall+&+John+Oates/_/You+Make+My+Dreams+(Come+True),Daryl Hall & John Oates
Never Really Over,0,3886845,221181,,https://www.last.fm/music/Katy+Perry/_/Never+Really+Over,Katy Perry
Down Under,224,4262326,713628,ac1914cb-bf51-4457-abb2-c60bcc63021d,https://www.last.fm/music/Men+at+Work/_/Down+Under,Men at Work
King of My Heart,0,1848389,130015,,https://www.last.fm/music/Taylor+Swift/_/King+of+My+Heart,Taylor Swift
Save ME,0,2313858,127228,,https://www.last.fm/music/BTS/_/Save+ME,BTS
1901,200,9440558,1018212,98bda91a-cb9c-4391-b84a-25858cdc3f37,https://www.last.fm/music/Phoenix/_/1901,Phoenix
We Can't Stop,232,5335634,544282,e1c56b7a-329d-44cd-96b0-06a77478a2b9,https://www.last.fm/music/Miley+Cyrus/_/We+Can%27t+Stop,Miley Cyrus
London Boy,0,1832551,128244,,https://www.last.fm/music/Taylor+Swift/_/London+Boy,Taylor Swift
FACE,0,1900035,196110,,https://www.last.fm/music/BROCKHAMPTON/_/FACE,BROCKHAMPTON
RICKY,0,1543193,149689,,https://www.last.fm/music/Denzel+Curry/_/RICKY,Denzel Curry
You should be sad,0,2197333,193187,,https://www.last.fm/music/Halsey/_/You+should+be+sad,Halsey
Young Dumb & Broke,0,2010309,268386,,https://www.last.fm/music/Khalid/_/Young+Dumb+&+Broke,Khalid
Loser,235,5647509,1035773,8402a481-dfdc-45a9-a6d9-aeca686efd67,https://www.last.fm/music/Beck/_/Loser,Beck
Love,0,3259902,307594,,https://www.last.fm/music/Lana+Del+Rey/_/Love,Lana Del Rey
Coffee bean,0,535520,76192,,https://www.last.fm/music/Travis+Scott/_/Coffee+bean,Travis Scott
bubble gum,0,908549,116822,,https://www.last.fm/music/Clairo/_/bubble+gum,Clairo
Linger,297,5562616,842658,8bb56929-df81-4474-b363-6e99732cd52b,https://www.last.fm/music/The+Cranberries/_/Linger,The Cranberries
Animals,0,486161,50310,,https://www.last.fm/music/Architects/_/Animals,Architects
A Horse With No Name,252,3645808,601250,90141c46-0f99-4435-a90a-af666d6599b7,https://www.last.fm/music/America/_/A+Horse+With+No+Name,America
What's the Use?,0,1393961,152147,,https://www.last.fm/music/Mac+Miller/_/What%27s+the+Use%3F,Mac Miller
Breathe Deeper,0,1333743,193889,,https://www.last.fm/music/Tame+Impala/_/Breathe+Deeper,Tame Impala
Pump It,0,3787149,757663,,https://www.last.fm/music/Black+Eyed+Peas/_/Pump+It,Black Eyed Peas
Summer of '69,273,3992709,736551,63829f37-1e41-4f31-a5c8-4dfa78e0aa9d,https://www.last.fm/music/Bryan+Adams/_/Summer+of+%2769,Bryan Adams
Ain't No Sunshine,0,4603578,777347,da2c48eb-09af-4d74-96df-20b077c1c79f,https://www.last.fm/music/Bill+Withers/_/Ain%27t+No+Sunshine,Bill Withers
Genesis,253,6018683,567512,2aefd14e-d8b5-4c7f-88a6-b14698827ed4,https://www.last.fm/music/Grimes/_/Genesis,Grimes
Faucet Failure,0,1331319,131264,,https://www.last.fm/music/SKI+MASK+THE+SLUMP+GOD/_/Faucet+Failure,SKI MASK THE SLUMP GOD
MIC Drop (Steve Aoki Remix) [Full Length Edition],0,2192820,109797,,https://www.last.fm/music/BTS/_/MIC+Drop+(Steve+Aoki+Remix)+%5BFull+Length+Edition%5D,BTS
A.D.H.D,215,3124893,404794,5fb18e9d-fb24-4d96-8410-032d3fc89568,https://www.last.fm/music/Kendrick+Lamar/_/A.D.H.D,Kendrick Lamar
Yikes,0,1974975,209111,,https://www.last.fm/music/Kanye+West/_/Yikes,Kanye West
Fade,0,1841368,246181,,https://www.last.fm/music/Kanye+West/_/Fade,Kanye West
Off to the Races,300,7562893,629173,dcf38068-ebbf-4cac-853e-16d34518f7ee,https://www.last.fm/music/Lana+Del+Rey/_/Off+to+the+Races,Lana Del Rey
WAKE UP,0,511101,83892,,https://www.last.fm/music/Travis+Scott/_/WAKE+UP,Travis Scott
Stormy Weather,0,53160,23889,,https://www.last.fm/music/Kings+of+Leon/_/Stormy+Weather,Kings of Leon
Oh Ana,200,692606,84789,82217aa5-53b8-4a91-b1ba-b23e94424374,https://www.last.fm/music/Mother+Mother/_/Oh+Ana,Mother Mother
LOCATION,0,2146647,290152,,https://www.last.fm/music/Khalid/_/LOCATION,Khalid
Eye of the Tiger,239,5791158,1043297,4fb091e3-f584-49aa-951f-8035abf63be1,https://www.last.fm/music/Survivor/_/Eye+of+the+Tiger,Survivor
Bonfire,194,2682473,359397,61bb230b-afe1-48fd-94a2-464f454bfbe6,https://www.last.fm/music/Childish+Gambino/_/Bonfire,Childish Gambino
Big Poppa - 2005 Remaster,0,510207,109629,,https://www.last.fm/music/The+Notorious+B.I.G./_/Big+Poppa+-+2005+Remaster,The Notorious B.I.G.
More Than a Feeling,287,6073561,1012896,c80bc5b8-4ec9-4656-82ef-ae22d6436201,https://www.last.fm/music/Boston/_/More+Than+a+Feeling,Boston
Famous Last Words,300,5619173,612020,234cdfbd-4d58-417d-ab85-590e4aab1f9c,https://www.last.fm/music/My+Chemical+Romance/_/Famous+Last+Words,My Chemical Romance
Through the Wire,221,2926333,558871,d036f4f7-584d-4ea1-81bc-5f1e5cf5923c,https://www.last.fm/music/Kanye+West/_/Through+the+Wire,Kanye West
False God,0,1959229,126030,,https://www.last.fm/music/Taylor+Swift/_/False+God,Taylor Swift
Hold the Line,237,3704626,636498,862058a7-3622-45f3-bbe6-5a91f65053b9,https://www.last.fm/music/Toto/_/Hold+the+Line,Toto
Smile (with The Weeknd),0,1218157,137371,,https://www.last.fm/music/Juice+WRLD/_/Smile+(with+The+Weeknd),Juice WRLD
Will He,0,2218868,184361,,https://www.last.fm/music/Joji/_/Will+He,Joji
Say You Won't Let Go,0,2519761,307030,,https://www.last.fm/music/James+Arthur/_/Say+You+Won%27t+Let+Go,James Arthur
choke,0,921023,108300,,https://www.last.fm/music/I+DONT+KNOW+HOW+BUT+THEY+FOUND+ME/_/choke,I DONT KNOW HOW BUT THEY FOUND ME
Sweet Life,262,3120832,410736,b57eed56-5786-4919-a184-68e2863a197b,https://www.last.fm/music/Frank+Ocean/_/Sweet+Life,Frank Ocean
Lovefool,198,4383282,778759,45024c74-c06d-423e-adfc-bb9e203091a4,https://www.last.fm/music/The+Cardigans/_/Lovefool,The Cardigans
Money In The Grave (Drake ft. Rick Ross),0,1515533,170942,,https://www.last.fm/music/Drake/_/Money+In+The+Grave+(Drake+ft.+Rick+Ross),Drake
Can't Help Falling in Love,178,3200000,586926,1e7a5572-ede6-4f87-8f11-1a7cf8e4d673,https://www.last.fm/music/Elvis+Presley/_/Can%27t+Help+Falling+in+Love,Elvis Presley
The Morning,314,2776988,326950,6bb4bfa3-3698-4b86-85b2-2cab22f4d8c3,https://www.last.fm/music/The+Weeknd/_/The+Morning,The Weeknd
Since U Been Gone,190,4258513,745291,1675df7d-f337-4b4a-8ee6-70122723cbcc,https://www.last.fm/music/Kelly+Clarkson/_/Since+U+Been+Gone,Kelly Clarkson
Cherry,0,2478379,201894,,https://www.last.fm/music/Lana+Del+Rey/_/Cherry,Lana Del Rey
Favor,0,125065,31298,,https://www.last.fm/music/Julien+Baker/_/Favor,Julien Baker
Franchise (feat. Young Thug & M.I.A.),0,918593,126506,,https://www.last.fm/music/Travis+Scott/_/Franchise+(feat.+Young+Thug+&+M.I.A.),Travis Scott
Between the Bars,0,5558259,578632,19e5d62d-f67b-4c21-84f5-1fc4d2350836,https://www.last.fm/music/Elliott+Smith/_/Between+the+Bars,Elliott Smith
Not My Problem (feat. JID),0,165826,42520,,https://www.last.fm/music/Dua+Lipa/_/Not+My+Problem+(feat.+JID),Dua Lipa
Sorry,0,4653507,461442,,https://www.last.fm/music/Justin+Bieber/_/Sorry,Justin Bieber
ZEZE (feat. Travis Scott & Offset),0,1591279,180397,,https://www.last.fm/music/Kodak+Black/_/ZEZE+(feat.+Travis+Scott+&+Offset),Kodak Black
Love Yourself,0,3435639,408150,,https://www.last.fm/music/Justin+Bieber/_/Love+Yourself,Justin Bieber
Money Longer,0,1368604,161420,,https://www.last.fm/music/LIL+UZI+VERT/_/Money+Longer,LIL UZI VERT
Strawberry Blond,114,830030,96372,,https://www.last.fm/music/Mitski/_/Strawberry+Blond,Mitski
Chun-Li,0,2382047,178514,,https://www.last.fm/music/Nicki+Minaj/_/Chun-Li,Nicki Minaj
All Apologies,232,6843548,1113756,e95252dd-2fb0-4636-ab49-4ed7d203275b,https://www.last.fm/music/Nirvana/_/All+Apologies,Nirvana
The Nights,176,2343955,325626,1b1e4b65-9b1a-48cd-8e3a-b4824f15bf0c,https://www.last.fm/music/Avicii/_/The+Nights,Avicii
Be Yourself,0,1908207,255522,,https://www.last.fm/music/Frank+Ocean/_/Be+Yourself,Frank Ocean
I've Seen Footage,202,2330188,263877,02c31a57-b968-4e03-9e35-2f42bdb71607,https://www.last.fm/music/Death+Grips/_/I%27ve+Seen+Footage,Death Grips
Break Free,0,3544486,429106,67fbace0-a564-402f-90a9-7ee7b6e1c57f,https://www.last.fm/music/Ariana+Grande/_/Break+Free,Ariana Grande
21,0,994884,77159,,https://www.last.fm/music/Polo+G/_/21,Polo G
Love Will Tear Us Apart,0,11254581,1217858,436a7933-e085-4a33-acd5-351c18788ad3,https://www.last.fm/music/Joy+Division/_/Love+Will+Tear+Us+Apart,Joy Division
Chlorine,0,2158683,182653,,https://www.last.fm/music/Twenty+One+Pilots/_/Chlorine,Twenty One Pilots
1999,0,2436164,218609,,https://www.last.fm/music/Charli+XCX/_/1999,Charli XCX
Call Me,205,3401379,674331,5aca0e28-b3dc-42b8-8d48-6af35332addc,https://www.last.fm/music/Blondie/_/Call+Me,Blondie
Purity (feat. Frank Ocean),0,690963,99801,,https://www.last.fm/music/A$AP+Rocky/_/Purity+(feat.+Frank+Ocean),A$AP Rocky
Armed And Dangerous,0,1520574,123519,,https://www.last.fm/music/Juice+WRLD/_/Armed+And+Dangerous,Juice WRLD
BABY PLUTO,0,1266516,133321,,https://www.last.fm/music/LIL+UZI+VERT/_/BABY+PLUTO,LIL UZI VERT
Roar,222,6946167,640086,830bd7d7-be87-4c8c-8457-0424b86baf98,https://www.last.fm/music/Katy+Perry/_/Roar,Katy Perry
SO DONE,0,870435,79322,,https://www.last.fm/music/The+Kid+LAROI/_/SO+DONE,The Kid LAROI
Kingslayer (feat. BABYMETAL),0,809948,60646,,https://www.last.fm/music/Bring+Me+the+Horizon/_/Kingslayer+(feat.+BABYMETAL),Bring Me the Horizon
Bang!,0,624782,79403,,https://www.last.fm/music/AJR/_/Bang%21,AJR
These Walls,0,1844764,278876,,https://www.last.fm/music/Kendrick+Lamar/_/These+Walls,Kendrick Lamar
Talk About Love (feat. Young Thug),0,248408,45405,,https://www.last.fm/music/Zara+Larsson/_/Talk+About+Love+(feat.+Young+Thug),Zara Larsson
Training Wheels,0,1126199,127970,,https://www.last.fm/music/Melanie+Martinez/_/Training+Wheels,Melanie Martinez
Skit,0,5658241,71228,,https://www.last.fm/music/BTS/_/Skit,BTS
Where'd All The Time Go?,234,926447,163751,50dfb0de-f4fa-4d33-be68-7701cd285394,https://www.last.fm/music/Dr.+Dog/_/Where%27d+All+The+Time+Go%3F,Dr. Dog
In Bloom - Nevermind Version,0,1171811,230234,,https://www.last.fm/music/Nirvana/_/In+Bloom+-+Nevermind+Version,Nirvana
Don't,199,1751856,221951,,https://www.last.fm/music/Bryson+Tiller/_/Don%27t,Bryson Tiller
Bruuuh (with Denzel Curry) - Remix,0,216113,36979,,https://www.last.fm/music/Jid/_/Bruuuh+(with+Denzel+Curry)+-+Remix,Jid
DHL,0,1924283,182632,,https://www.last.fm/music/Frank+Ocean/_/DHL,Frank Ocean
DEAD,0,148224,38160,,https://www.last.fm/music/slowthai/_/DEAD,slowthai
Ho Hey,163,7992446,907947,1243e386-d49c-48b8-aea7-ea14383eb67f,https://www.last.fm/music/The+Lumineers/_/Ho+Hey,The Lumineers
Dirty Harry,223,5471219,924322,b3724cd7-d268-42f5-8557-88d926a4b689,https://www.last.fm/music/Gorillaz/_/Dirty+Harry,Gorillaz
Cry Baby,0,1677058,190906,,https://www.last.fm/music/The+Neighbourhood/_/Cry+Baby,The Neighbourhood
Bad Religion,175,2973326,366843,ff53b338-2e3d-4f2d-aa9e-5c100c79be3f,https://www.last.fm/music/Frank+Ocean/_/Bad+Religion,Frank Ocean
Peek-A-Boo,0,499779,62698,,https://www.last.fm/music/Red+Velvet/_/Peek-A-Boo,Red Velvet
80/20,0,118588,23340,,https://www.last.fm/music/Chloe+x+Halle/_/80%2F20,Chloe x Halle
GO (feat. Juice WRLD),0,1175967,84679,,https://www.last.fm/music/The+Kid+LAROI/_/GO+(feat.+Juice+WRLD),The Kid LAROI
Hymn for the Weekend,0,2953371,357754,,https://www.last.fm/music/Coldplay/_/Hymn+for+the+Weekend,Coldplay
How to disappear,0,1781002,185550,,https://www.last.fm/music/Lana+Del+Rey/_/How+to+disappear,Lana Del Rey
Killer Queen - Remastered 2011,0,961700,188029,,https://www.last.fm/music/Queen/_/Killer+Queen+-+Remastered+2011,Queen
adhd,0,174259,34786,,https://www.last.fm/music/slowthai/_/adhd,slowthai
Paradise,0,2109280,96824,,https://www.last.fm/music/BTS/_/Paradise,BTS
Titanium (feat. Sia),236,5941338,744269,,https://www.last.fm/music/David+Guetta/_/Titanium+(feat.+Sia),David Guetta
The Sweet Escape,247,3611474,722359,9d70ea9e-a95a-44eb-881d-a0bba4520f43,https://www.last.fm/music/Gwen+Stefani/_/The+Sweet+Escape,Gwen Stefani
212,206,413625,72491,0b855586-49fd-45ac-bb7a-ec7aad0e712d,https://www.last.fm/music/Azealia+Banks/_/212,Azealia Banks
Bulls on Parade,317,5592885,947062,5fde776a-799a-462c-b8e1-55c985740a2c,https://www.last.fm/music/Rage+Against+the+Machine/_/Bulls+on+Parade,Rage Against the Machine
Reckoner,324,10067963,984578,76cc0d1b-c44f-4252-829e-9f55ef45b1ab,https://www.last.fm/music/Radiohead/_/Reckoner,Radiohead
LIE,0,4052139,110881,,https://www.last.fm/music/BTS/_/LIE,BTS
Crimewave,258,3924533,510192,e5faf370-3693-4cf6-b1a7-6d491847373c,https://www.last.fm/music/Crystal+Castles/_/Crimewave,Crystal Castles
Bandida,0,1028932,48549,,https://www.last.fm/music/Pabllo+Vittar/_/Bandida,Pabllo Vittar
Be Sweet,0,87943,23249,,https://www.last.fm/music/Japanese+Breakfast/_/Be+Sweet,Japanese Breakfast
Earned It (Fifty Shades of Grey),0,1019908,183522,,https://www.last.fm/music/The+Weeknd/_/Earned+It+(Fifty+Shades+of+Grey),The Weeknd
COPYCAT,0,1868955,215849,,https://www.last.fm/music/Billie+Eilish/_/COPYCAT,Billie Eilish
FlatBed Freestyle,0,1522967,131289,,https://www.last.fm/music/Playboi+Carti/_/FlatBed+Freestyle,Playboi Carti
Hot Rod,0,828278,107883,,https://www.last.fm/music/Dayglow/_/Hot+Rod,Dayglow
Canyon Moon,0,1375919,143803,,https://www.last.fm/music/Harry+Styles/_/Canyon+Moon,Harry Styles
Easy (with Kacey Musgraves feat. Mark Ronson),0,445241,70608,,https://www.last.fm/music/Troye+Sivan/_/Easy+(with+Kacey+Musgraves+feat.+Mark+Ronson),Troye Sivan
Bad Friend,0,1175813,131463,,https://www.last.fm/music/Rina+Sawayama/_/Bad+Friend,Rina Sawayama
Lights,0,3687181,94442,,https://www.last.fm/music/BTS/_/Lights,BTS
Butterfly,0,1884665,110141,,https://www.last.fm/music/BTS/_/Butterfly,BTS
1950,0,1819139,236303,,https://www.last.fm/music/King+Princess/_/1950,King Princess
Marvins Room,347,2158920,324031,f017bece-022f-4aeb-8372-a0804eafa7c7,https://www.last.fm/music/Drake/_/Marvins+Room,Drake
Be Nice 2 Me,0,1471287,80736,,https://www.last.fm/music/Bladee/_/Be+Nice+2+Me,Bladee
B.Y.O.B.,255,8164559,1041283,81731a05-609e-472c-a2b6-186dcdded5a6,https://www.last.fm/music/System+of+a+Down/_/B.Y.O.B.,System of a Down
Gospel for a New Century,0,919048,134927,,https://www.last.fm/music/Yves+Tumor/_/Gospel+for+a+New+Century,Yves Tumor
Sunshine of Your Love,323,4743959,1029095,49af3ae2-a738-4e2c-8801-f607098b380b,https://www.last.fm/music/Cream/_/Sunshine+of+Your+Love,Cream
Are You Gonna Be My Girl,0,6558916,1116745,029aa90e-06a0-4533-8ab6-70616b88edf8,https://www.last.fm/music/Jet/_/Are+You+Gonna+Be+My+Girl,Jet
Radio,215,6429733,589282,1f49dac1-0772-4ac3-913b-954fa5633717,https://www.last.fm/music/Lana+Del+Rey/_/Radio,Lana Del Rey
Kiss It Better,0,2893804,235229,,https://www.last.fm/music/Rihanna/_/Kiss+It+Better,Rihanna
STFU!,0,1307624,136103,,https://www.last.fm/music/Rina+Sawayama/_/STFU%21,Rina Sawayama
Holocene,337,7601573,794394,d14576f1-10ab-4432-974f-7cbb78054911,https://www.last.fm/music/Bon+Iver/_/Holocene,Bon Iver
Rhiannon,251,2979385,500911,f32df521-d8f5-4767-833f-f87b7de0f6db,https://www.last.fm/music/Fleetwood+Mac/_/Rhiannon,Fleetwood Mac
Paradise City,406,7873944,1203753,b8bcd44d-b698-465f-a3ed-c38ca81418d6,https://www.last.fm/music/Guns+N%27+Roses/_/Paradise+City,Guns N' Roses
Money,234,2087777,313731,a4fc3d78-6520-4663-82bd-10393bb0af2b,https://www.last.fm/music/The+Drums/_/Money,The Drums
What's Up?,298,2515970,444812,f05c9466-3c0f-4a82-bce0-e12cc8c36245,https://www.last.fm/music/4+Non+Blondes/_/What%27s+Up%3F,4 Non Blondes
Effortlessly,0,166694,23067,,https://www.last.fm/music/Madison+Beer/_/Effortlessly,Madison Beer
It's Not Living (If It's Not with You),0,1983115,180999,,https://www.last.fm/music/The+1975/_/It%27s+Not+Living+(If+It%27s+Not+with+You),The 1975
Like A G6,215,3843334,566579,4899cf9c-3a12-46dd-950e-f395ecab79db,https://www.last.fm/music/Far+East+Movement/_/Like+A+G6,Far East Movement
Ignorance,0,6834787,581510,f87dc257-fa1f-41d4-b630-fd36f9175c3e,https://www.last.fm/music/Paramore/_/Ignorance,Paramore
Take What You Want (feat. Ozzy Osbourne & Travis Scott),0,1836978,191157,,https://www.last.fm/music/Post+Malone/_/Take+What+You+Want+(feat.+Ozzy+Osbourne+&+Travis+Scott),Post Malone
I DON'T LOVE YOU ANYMORE,0,1434186,186374,,"https://www.last.fm/music/Tyler,+the+Creator/_/I+DON%27T+LOVE+YOU+ANYMORE","Tyler, the Creator"
Never Meant,268,3076829,308002,8a77e566-5214-4ca7-8a2a-1e00faca1275,https://www.last.fm/music/American+Football/_/Never+Meant,American Football
"Something to Rap About (feat. Tyler, The Creator)",0,684094,105862,,"https://www.last.fm/music/Freddie+Gibbs/_/Something+to+Rap+About+(feat.+Tyler,+The+Creator)",Freddie Gibbs
Ultraviolence,249,3822765,366486,9f755d8a-5b38-434b-b372-2d8c688a4de9,https://www.last.fm/music/Lana+Del+Rey/_/Ultraviolence,Lana Del Rey
Fake Smile,0,2504289,182644,,https://www.last.fm/music/Ariana+Grande/_/Fake+Smile,Ariana Grande
Just One Day,0,1364896,89053,,https://www.last.fm/music/BTS/_/Just+One+Day,BTS
