name,duration,playcount,listeners,mbid,url,artist
Scentless Apprentice,213,2463334,501573,ab41e171-795d-4fa8-bba4-2e4b8bb2f980,https://www.last.fm/music/Nirvana/_/Scentless+Apprentice,Nirvana
2Drunk,0,21679,8734,,https://www.last.fm/music/Nick+Jonas/_/2Drunk,Nick Jonas
Half a Heart,0,749865,95204,,https://www.last.fm/music/One+Direction/_/Half+a+Heart,One Direction
Jungle,0,810634,114735,,https://www.last.fm/music/Tash+Sultana/_/Jungle,Tash Sultana
Yea Yea,0,386312,57869,,https://www.last.fm/music/Pop+Smoke/_/Yea+Yea,Pop Smoke
Batom de Cereja - Ao Vivo,0,37260,9263,,https://www.last.fm/music/Israel+&+Rodolffo/_/Batom+de+Cereja+-+Ao+Vivo,Israel & Rodolffo
All Night (feat. Knox Fortune),0,977883,161204,,https://www.last.fm/music/Chance+the+Rapper/_/All+Night+(feat.+Knox+Fortune),Chance the Rapper
From the D to the A (feat. Lil Yachty),0,414918,55613,,https://www.last.fm/music/Tee+Grizzley/_/From+the+D+to+the+A+(feat.+Lil+Yachty),Tee Grizzley
Wet Hands,90,551336,84536,8933e969-442c-4b44-9ab1-34cf62912243,https://www.last.fm/music/C418/_/Wet+Hands,C418
Faygo Dreams,0,486596,62743,,https://www.last.fm/music/6+dogs/_/Faygo+Dreams,6 dogs
X,0,469340,65575,,https://www.last.fm/music/LIL+UZI+VERT/_/X,LIL UZI VERT
Feel Good (SECRET CODE),0,526149,26394,,https://www.last.fm/music/FROMIS_9/_/Feel+Good+(SECRET+CODE),FROMIS_9
Into the Mystic - 2013 Remaster,0,293880,73191,,https://www.last.fm/music/Van+Morrison/_/Into+the+Mystic+-+2013+Remaster,Van Morrison
Girls,0,592712,63855,,https://www.last.fm/music/LIL+PEEP/_/Girls,LIL PEEP
Bottoms Up (feat. Nicki Minaj),242,638086,145727,,https://www.last.fm/music/Trey+Songz/_/Bottoms+Up+(feat.+Nicki+Minaj),Trey Songz
Desires (with Future),0,364947,62347,,https://www.last.fm/music/Drake/_/Desires+(with+Future),Drake
Over My Head (Cable Car),236,3997190,621514,0b422e88-be15-4528-bc35-e74db1428aa9,https://www.last.fm/music/The+Fray/_/Over+My+Head+(Cable+Car),The Fray
Sleep,331,2317559,338953,537a76f0-ec52-4fcb-9c7d-b37a6b3d6ab9,https://www.last.fm/music/My+Chemical+Romance/_/Sleep,My Chemical Romance
HACIENDO QUE ME AMAS,0,206990,32177,,https://www.last.fm/music/Bad+Bunny/_/HACIENDO+QUE+ME+AMAS,Bad Bunny
Mirror Image,0,110652,30252,,https://www.last.fm/music/Weezer/_/Mirror+Image,Weezer
bloodstream,0,314395,70545,,https://www.last.fm/music/Soccer+Mommy/_/bloodstream,Soccer Mommy
Helpless,0,694366,80812,,https://www.last.fm/music/Phillipa+Soo/_/Helpless,Phillipa Soo
Only in the West,0,530665,82510,,https://www.last.fm/music/YEEK/_/Only+in+the+West,YEEK
Busy Earnin',181,1678890,264292,499eb1c8-a01c-4898-bcc3-899402823117,https://www.last.fm/music/Jungle/_/Busy+Earnin%27,Jungle
Cabinet Man,0,279964,33948,,https://www.last.fm/music/Lemon+Demon/_/Cabinet+Man,Lemon Demon
Rock Me,200,1239702,130117,d557b7b5-a4b8-4866-822b-7fd6a39bef93,https://www.last.fm/music/One+Direction/_/Rock+Me,One Direction
Parallel Universe,271,4640159,824443,d8c79588-fcbb-46c3-8838-85b212475bb2,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Parallel+Universe,Red Hot Chili Peppers
exile (feat. Bon Iver) - the long pond studio sessions,0,167862,34229,,https://www.last.fm/music/Taylor+Swift/_/exile+(feat.+Bon+Iver)+-+the+long+pond+studio+sessions,Taylor Swift
Vanish,0,155450,20554,,https://www.last.fm/music/Giveon/_/Vanish,Giveon
Zombie,0,462666,40853,,https://www.last.fm/music/DAY6/_/Zombie,DAY6
Moon Age,66,381436,66174,bf86efda-886c-4016-9897-cecbd2278571,https://www.last.fm/music/Duster/_/Moon+Age,Duster
Lose,0,130825,8711,,https://www.last.fm/music/Wonho/_/Lose,Wonho
Stole The Show,0,2117558,307868,,https://www.last.fm/music/Kygo/_/Stole+The+Show,Kygo
Baby I,197,1365336,143218,4e303be7-2e84-4617-8303-030792141159,https://www.last.fm/music/Ariana+Grande/_/Baby+I,Ariana Grande
Gimmie Love,0,1251944,122655,,https://www.last.fm/music/Carly+Rae+Jepsen/_/Gimmie+Love,Carly Rae Jepsen
Zebra,291,3754870,486683,9d7f763c-d607-44d3-87ca-72fcda3aa201,https://www.last.fm/music/Beach+House/_/Zebra,Beach House
Worst Behavior,270,1478940,199804,5eaa5ccd-b4e4-451b-80ac-3d0e7f93dd76,https://www.last.fm/music/Drake/_/Worst+Behavior,Drake
Jazz (We've Got),251,1324179,290626,e1603c1f-c03e-4d5d-9232-f5092a3c9144,https://www.last.fm/music/A+Tribe+Called+Quest/_/Jazz+(We%27ve+Got),A Tribe Called Quest
Stayin' Alive,228,2607742,555226,8e13de06-8ada-4a68-91ad-171204ed59c2,https://www.last.fm/music/Bee+Gees/_/Stayin%27+Alive,Bee Gees
Never Be Like You,0,1134353,169949,,https://www.last.fm/music/Flume/_/Never+Be+Like+You,Flume
La Nota,0,168928,29386,,https://www.last.fm/music/Manuel+Turizo/_/La+Nota,Manuel Turizo
What Kind of Man,0,2554471,280736,,https://www.last.fm/music/Florence+%252B+the+Machine/_/What+Kind+of+Man,Florence + the Machine
Heroes (We Could Be),0,1751986,287158,,https://www.last.fm/music/Alesso/_/Heroes+(We+Could+Be),Alesso
bEfOrE i ClOsE mY eYeS,0,634239,73422,,https://www.last.fm/music/xxxtentacion/_/bEfOrE+i+ClOsE+mY+eYeS,xxxtentacion
Love,255,715441,201165,897e90e6-a5f5-436b-90e6-a1954104c709,https://www.last.fm/music/Keyshia+Cole/_/Love,Keyshia Cole
Gotta Get Up - Interlude,0,447715,66215,,https://www.last.fm/music/Kali+Uchis/_/Gotta+Get+Up+-+Interlude,Kali Uchis
Kill The Director,161,2232288,320208,2c8ccd1c-0938-4e90-9cc1-c3f942393905,https://www.last.fm/music/The+Wombats/_/Kill+The+Director,The Wombats
"It's Not a Fashion Statement, It's a Deathwish",0,1122592,153354,,"https://www.last.fm/music/My+Chemical+Romance/_/It%27s+Not+a+Fashion+Statement,+It%27s+a+Deathwish",My Chemical Romance
MS,238,2475765,327389,3033b79e-2873-409b-832a-485d08cb0c0e,https://www.last.fm/music/alt-J/_/MS,alt-J
Always on My Mind,426,1762435,336803,a57d2655-bf48-482e-8d40-e56d52b0ff89,https://www.last.fm/music/Pet+Shop+Boys/_/Always+on+My+Mind,Pet Shop Boys
Weight of Love,410,1408378,206724,660e42b5-2649-47cf-8e19-c908ed407784,https://www.last.fm/music/The+Black+Keys/_/Weight+of+Love,The Black Keys
All of Me Wants All of You,0,1595666,201084,,https://www.last.fm/music/Sufjan+Stevens/_/All+of+Me+Wants+All+of+You,Sufjan Stevens
1234,183,4263399,708822,a4293853-6e16-4ed1-b954-e8452782eb8b,https://www.last.fm/music/Feist/_/1234,Feist
Black or White,302,3749797,716782,43a8d041-d666-4b14-807a-5ac0df35a69a,https://www.last.fm/music/Michael+Jackson/_/Black+or+White,Michael Jackson
I. Flight Of The Navigator,344,881525,135292,f7a2e16b-5831-4f85-8888-f6ccb80e48cd,https://www.last.fm/music/Childish+Gambino/_/I.+Flight+Of+The+Navigator,Childish Gambino
Got My Mind Set On You - Remastered 2004,0,196391,60616,,https://www.last.fm/music/George+Harrison/_/Got+My+Mind+Set+On+You+-+Remastered+2004,George Harrison
GHOST!,289,916639,149296,8e6553b3-e881-4b78-af98-5c05969cea8f,https://www.last.fm/music/Kid+Cudi/_/GHOST%21,Kid Cudi
Wouldn't It Be Nice - Remastered,0,373311,103882,,https://www.last.fm/music/The+Beach+Boys/_/Wouldn%27t+It+Be+Nice+-+Remastered,The Beach Boys
(What A) Wonderful World,129,966574,231259,8479d18c-d02f-480e-b648-5966fd8daf35,https://www.last.fm/music/Sam+Cooke/_/(What+A)+Wonderful+World,Sam Cooke
Gonna Love Me,0,618139,94038,,https://www.last.fm/music/Teyana+Taylor/_/Gonna+Love+Me,Teyana Taylor
Time Today,0,43442,12263,,https://www.last.fm/music/MoneyBagg+Yo/_/Time+Today,MoneyBagg Yo
Breathe Me,189,7557127,813775,894734fb-5666-4be0-9251-14c439b0877e,https://www.last.fm/music/Sia/_/Breathe+Me,Sia
FAKE LOVE (Rocking Vibe Mix),0,3034163,63767,,https://www.last.fm/music/BTS/_/FAKE+LOVE+(Rocking+Vibe+Mix),BTS
Sing,291,1273741,200782,e5105959-8474-4c13-b073-17cbb5edf7f0,https://www.last.fm/music/Slowdive/_/Sing,Slowdive
How Much Can A Heart Take (feat. Yebba),0,28899,11695,,https://www.last.fm/music/Lucky+Daye/_/How+Much+Can+A+Heart+Take+(feat.+Yebba),Lucky Daye
Tired Of Being Alone,172,1574172,360372,f34ff76d-5c3a-413c-9ee3-412d350c16e5,https://www.last.fm/music/Al+Green/_/Tired+Of+Being+Alone,Al Green
gogobebe,0,927972,74553,,https://www.last.fm/music/MAMAMOO/_/gogobebe,MAMAMOO
Clique,0,1387453,253167,,https://www.last.fm/music/Kanye+West/_/Clique,Kanye West
Vincent,319,1111406,226703,47edfa0b-5c8d-43c9-987f-3c53aed18a83,https://www.last.fm/music/Don+McLean/_/Vincent,Don McLean
Warm (feat. HAIM),0,698123,100205,,https://www.last.fm/music/Charli+XCX/_/Warm+(feat.+HAIM),Charli XCX
SOHO,0,526075,82064,,https://www.last.fm/music/Jaden/_/SOHO,Jaden
Marcel,0,405662,77457,,https://www.last.fm/music/Her%27s/_/Marcel,Her's
No Buses,197,2122908,277207,ec5da3f1-0d7a-4230-84da-7c11b2837580,https://www.last.fm/music/Arctic+Monkeys/_/No+Buses,Arctic Monkeys
Lost in Your Light (feat. Miguel),0,1112270,137972,,https://www.last.fm/music/Dua+Lipa/_/Lost+in+Your+Light+(feat.+Miguel),Dua Lipa
Funky Town,0,115819,43373,,https://www.last.fm/music/Lipps+Inc./_/Funky+Town,Lipps Inc.
Stop Smoking (We Love You),0,531056,74930,,https://www.last.fm/music/Car+Seat+Headrest/_/Stop+Smoking+(We+Love+You),Car Seat Headrest
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",0,479696,91728,,"https://www.last.fm/music/John+Mayer/_/Free+Fallin%27+-+Live+at+the+Nokia+Theatre,+Los+Angeles,+CA+-+December+2007",John Mayer
Excitement (feat. PARTYNEXTDOOR),0,98480,24051,,https://www.last.fm/music/Trippie+Redd/_/Excitement+(feat.+PARTYNEXTDOOR),Trippie Redd
PERCS | PERCZ,0,687102,74804,,https://www.last.fm/music/Denzel+Curry/_/PERCS+%7C+PERCZ,Denzel Curry
Amor da Despedida,0,94796,22974,,https://www.last.fm/music/Os+Bar%C3%B5es+Da+Pisadinha/_/Amor+da+Despedida,Os Barões Da Pisadinha
In Cold Blood,0,1204524,168211,,https://www.last.fm/music/alt-J/_/In+Cold+Blood,alt-J
For No One - Remastered 2009,0,470698,103649,,https://www.last.fm/music/The+Beatles/_/For+No+One+-+Remastered+2009,The Beatles
Kiss Me,278,2626533,332827,232f4982-c146-4c68-8db6-651ba9ddc441,https://www.last.fm/music/Ed+Sheeran/_/Kiss+Me,Ed Sheeran
"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",0,407965,74584,,"https://www.last.fm/music/Mac+Miller/_/God+Is+Fair,+Sexy+Nasty+(feat.+Kendrick+Lamar)",Mac Miller
In Your Eyes (feat. Alida),0,446882,71369,,https://www.last.fm/music/Robin+Schulz/_/In+Your+Eyes+(feat.+Alida),Robin Schulz
A Bottle of Rum,0,58638,18620,,https://www.last.fm/music/Xiu+Xiu/_/A+Bottle+of+Rum,Xiu Xiu
Freeze Tag (feat. Phoelix),0,76204,27945,,https://www.last.fm/music/Terrace+Martin/_/Freeze+Tag+(feat.+Phoelix),Terrace Martin
Lose,0,176932,33469,,https://www.last.fm/music/Travis+Scott/_/Lose,Travis Scott
Get Ur Freak On,236,1532808,417439,67558fc1-d18a-4851-979e-099671efcc14,https://www.last.fm/music/Missy+Elliott/_/Get+Ur+Freak+On,Missy Elliott
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0,464176,80722,,https://www.last.fm/music/Ed+Sheeran/_/I+See+Fire+-+From+%22The+Hobbit+-+The+Desolation+Of+Smaug%22,Ed Sheeran
SOS (feat. Aloe Blacc),0,654149,107170,,https://www.last.fm/music/Avicii/_/SOS+(feat.+Aloe+Blacc),Avicii
Company,0,1236946,188476,,https://www.last.fm/music/Justin+Bieber/_/Company,Justin Bieber
Chateau (Feel Alright),0,221131,41525,,https://www.last.fm/music/Djo/_/Chateau+(Feel+Alright),Djo
TOMA,0,429353,41164,,https://www.last.fm/music/Lu%C3%ADsa+Sonza/_/TOMA,Luísa Sonza
Free Smoke,0,920129,120959,,https://www.last.fm/music/Drake/_/Free+Smoke,Drake
Time Today,0,567075,71235,,https://www.last.fm/music/Kero+Kero+Bonito/_/Time+Today,Kero Kero Bonito
Swingin Party - 2008 Remaster,0,267677,63631,,https://www.last.fm/music/The+Replacements/_/Swingin+Party+-+2008+Remaster,The Replacements
Pretty Lady,0,137901,37178,,https://www.last.fm/music/Tash+Sultana/_/Pretty+Lady,Tash Sultana
Youth of the Nation,256,3399669,597350,2869ed34-722e-418e-ae33-dbd3869d799b,https://www.last.fm/music/P.O.D./_/Youth+of+the+Nation,P.O.D.
Frou-Frou Foxes in Midsummer Fires,336,731802,125339,7e942133-030b-493b-b532-34c620f59edc,https://www.last.fm/music/Cocteau+Twins/_/Frou-Frou+Foxes+in+Midsummer+Fires,Cocteau Twins
Shadows of Tomorrow,0,676034,148404,,https://www.last.fm/music/Madvillain/_/Shadows+of+Tomorrow,Madvillain
Cleopatra,0,904218,133440,,https://www.last.fm/music/The+Lumineers/_/Cleopatra,The Lumineers
Fine,0,179466,26427,,https://www.last.fm/music/taeyeon/_/Fine,taeyeon
"Knowing Me, Knowing You",242,1675115,355299,2d40c8b2-7524-49e3-af44-ebb924c5b023,"https://www.last.fm/music/ABBA/_/Knowing+Me,+Knowing+You",ABBA
Sex With My Ex,0,648484,68271,,https://www.last.fm/music/LIL+PEEP/_/Sex+With+My+Ex,LIL PEEP
Desert Island Disk,0,1467801,201292,,https://www.last.fm/music/Radiohead/_/Desert+Island+Disk,Radiohead
Graduation Day,0,1105610,288478,,https://www.last.fm/music/Kanye+West/_/Graduation+Day,Kanye West
B.B. King Freestyle (with Drake),0,120386,31006,,https://www.last.fm/music/Lil+Wayne/_/B.B.+King+Freestyle+(with+Drake),Lil Wayne
Mayonaise - Remastered,0,356377,71365,,https://www.last.fm/music/The+Smashing+Pumpkins/_/Mayonaise+-+Remastered,The Smashing Pumpkins
"Relax, Take It Easy",256,2113618,369043,d39d2180-2654-4415-bdc0-ee4373b164c4,"https://www.last.fm/music/Mika/_/Relax,+Take+It+Easy",Mika
Star67,0,824756,131702,,https://www.last.fm/music/Drake/_/Star67,Drake
Muriendo De Envidia,0,40576,8649,,https://www.last.fm/music/C.+Tangana/_/Muriendo+De+Envidia,C. Tangana
Hope Not,0,789214,65235,,https://www.last.fm/music/BLACKPINK/_/Hope+Not,BLACKPINK
Make It Rain (feat. Rowdy Rebel),0,335627,53183,,https://www.last.fm/music/Pop+Smoke/_/Make+It+Rain+(feat.+Rowdy+Rebel),Pop Smoke
Sky Might Fall,220,1999256,453007,76c35ff2-e744-4ede-aab1-736f27d8a2f1,https://www.last.fm/music/Kid+Cudi/_/Sky+Might+Fall,Kid Cudi
A.M. 180,202,1075588,211243,a27f16ee-c85d-411f-930f-6fde5bc499f3,https://www.last.fm/music/Grandaddy/_/A.M.+180,Grandaddy
TALK ME DOWN,0,1249035,125187,,https://www.last.fm/music/Troye+Sivan/_/TALK+ME+DOWN,Troye Sivan
Easy,0,542884,69375,,https://www.last.fm/music/Mac+Ayres/_/Easy,Mac Ayres
You're Not Good Enough,261,1426706,226788,831f4a2e-b00d-4485-86fc-e7f2395bf5b3,https://www.last.fm/music/Blood+Orange/_/You%27re+Not+Good+Enough,Blood Orange
Bulletproof Love,237,1009684,124779,bc6d992e-8c67-45fe-96a2-2637162dcd7e,https://www.last.fm/music/Pierce+The+Veil/_/Bulletproof+Love,Pierce The Veil
Peso,170,1568776,254900,fe06093a-8e4b-411c-abcd-f1f4cd3d83b6,https://www.last.fm/music/A$AP+Rocky/_/Peso,A$AP Rocky
I Felt Your Shape,115,1122049,174740,9af7e602-9fb9-4eb6-88d0-95993867855b,https://www.last.fm/music/The+Microphones/_/I+Felt+Your+Shape,The Microphones
Come over (feat. Popcaan),0,183657,38102,,https://www.last.fm/music/Jorja+Smith/_/Come+over+(feat.+Popcaan),Jorja Smith
Hyper-Ballad,240,147894,38348,65bf94b8-6d5d-4254-aa5f-a939b1794303,https://www.last.fm/music/Bj%C3%B6rk/_/Hyper-Ballad,Björk
Other People,264,1952868,275191,3133af34-28f0-4f79-97a9-d929b9f553a3,https://www.last.fm/music/Beach+House/_/Other+People,Beach House
Femmebot (feat. Dorian Electra and Mykki Blanco),0,836611,71082,,https://www.last.fm/music/Charli+XCX/_/Femmebot+(feat.+Dorian+Electra+and+Mykki+Blanco),Charli XCX
Overture,148,1598932,308530,858f5d53-4cf9-42b1-b1c5-81420a032e2c,https://www.last.fm/music/Daft+Punk/_/Overture,Daft Punk
Baptized in Fire,0,544636,74373,,https://www.last.fm/music/Kid+Cudi/_/Baptized+in+Fire,Kid Cudi
The Greatest Show,0,698393,82663,,https://www.last.fm/music/Hugh+Jackman/_/The+Greatest+Show,Hugh Jackman
Once More To See You,0,505231,67793,,https://www.last.fm/music/Mitski/_/Once+More+To+See+You,Mitski
In the Waiting Line,269,5008909,744376,0e6871fc-d16f-4cc8-86fc-c8d368f906d4,https://www.last.fm/music/Zero+7/_/In+the+Waiting+Line,Zero 7
You Know You're Right,0,3360593,509601,134d99af-adc6-4910-b03d-d85f0bf39f90,https://www.last.fm/music/Nirvana/_/You+Know+You%27re+Right,Nirvana
Nobody's Home,213,3218691,414427,37cb39f9-a4f7-4592-ba40-08624e3d21ea,https://www.last.fm/music/Avril+Lavigne/_/Nobody%27s+Home,Avril Lavigne
The Jetset Life Is Gonna Kill You,217,2243740,321445,5d8edbf7-69c0-402b-b29a-67e67d7fac3d,https://www.last.fm/music/My+Chemical+Romance/_/The+Jetset+Life+Is+Gonna+Kill+You,My Chemical Romance
I'm in Love With an E-Girl,0,304937,19475,,https://www.last.fm/music/Wilbur+Soot/_/I%27m+in+Love+With+an+E-Girl,Wilbur Soot
Dream Sweet in Sea Major,0,253540,38615,,https://www.last.fm/music/Miracle+Musical/_/Dream+Sweet+in+Sea+Major,Miracle Musical
Sexy and I Know It,201,3594950,565837,c8200a2c-fbae-4c01-be04-94818a069364,https://www.last.fm/music/LMFAO/_/Sexy+and+I+Know+It,LMFAO
Dior - Bonus,0,327236,53023,,https://www.last.fm/music/Pop+Smoke/_/Dior+-+Bonus,Pop Smoke
This Will Be (An Everlasting Love),170,664972,191084,03db7b5c-6c37-40c5-a6e4-791b67a573af,https://www.last.fm/music/Natalie+Cole/_/This+Will+Be+(An+Everlasting+Love),Natalie Cole
Midnight in a Perfect World,300,2278014,420729,3f02f615-80d3-48cb-9a8f-4f892c9a1f1c,https://www.last.fm/music/DJ+Shadow/_/Midnight+in+a+Perfect+World,DJ Shadow
O Children,419,1457099,197440,75829114-11b8-42b1-b4c5-abd260f725f3,https://www.last.fm/music/Nick+Cave+&+The+Bad+Seeds/_/O+Children,Nick Cave & The Bad Seeds
Older,0,578653,82339,,https://www.last.fm/music/Sasha+Sloan/_/Older,Sasha Sloan
Oslo,0,16643,8624,,https://www.last.fm/music/Cloud+Nothings/_/Oslo,Cloud Nothings
ピースサイン,0,153169,25558,,https://www.last.fm/music/Kenshi+Yonezu/_/%E3%83%94%E3%83%BC%E3%82%B9%E3%82%B5%E3%82%A4%E3%83%B3,Kenshi Yonezu
Careful,230,3632801,359313,06da224e-b00d-43d8-88d0-67d056030257,https://www.last.fm/music/Paramore/_/Careful,Paramore
Ready to Run,196,695589,85998,48180fea-baad-4a13-bcbc-cbb524d6ee1d,https://www.last.fm/music/One+Direction/_/Ready+to+Run,One Direction
Ptsd,0,331903,36591,,https://www.last.fm/music/Pop+Smoke/_/Ptsd,Pop Smoke
"Vermilion, Pt. 2",224,2068143,239422,,"https://www.last.fm/music/Slipknot/_/Vermilion,+Pt.+2",Slipknot
Red Light Indicates Doors Are Secured,143,4803486,722634,610ad670-a752-4f71-b0e6-e1d58947ab7e,https://www.last.fm/music/Arctic+Monkeys/_/Red+Light+Indicates+Doors+Are+Secured,Arctic Monkeys
Naturally,0,2048323,395948,,https://www.last.fm/music/Selena+Gomez+&+the+Scene/_/Naturally,Selena Gomez & the Scene
Champagne Problems,0,832610,57272,,https://www.last.fm/music/Katy+Perry/_/Champagne+Problems,Katy Perry
Sorry,0,451049,41989,,https://www.last.fm/music/The+Rose/_/Sorry,The Rose
When the Levee Breaks - Remaster,0,110423,37945,,https://www.last.fm/music/Led+Zeppelin/_/When+the+Levee+Breaks+-+Remaster,Led Zeppelin
A Hard Day's Night - Remastered 2009,0,449444,127430,,https://www.last.fm/music/The+Beatles/_/A+Hard+Day%27s+Night+-+Remastered+2009,The Beatles
KYRH,0,99764,21724,,https://www.last.fm/music/Hayley+Williams/_/KYRH,Hayley Williams
"Psycho, Pt. 2",0,456396,66326,,"https://www.last.fm/music/Russ/_/Psycho,+Pt.+2",Russ
CAMBIA!,0,42956,8603,,https://www.last.fm/music/C.+Tangana/_/CAMBIA%21,C. Tangana
Sing,0,3217797,587222,0d6d7b66-69b2-47aa-a78c-aaf35e5a629d,https://www.last.fm/music/Travis/_/Sing,Travis
The Birthday Party,0,605970,85637,,https://www.last.fm/music/The+1975/_/The+Birthday+Party,The 1975
Wasted (Feat. Juicy J),0,156912,36784,,https://www.last.fm/music/Travis+Scott/_/Wasted+(Feat.+Juicy+J),Travis Scott
Tell Me You Love Me,0,1642634,131652,,https://www.last.fm/music/Demi+Lovato/_/Tell+Me+You+Love+Me,Demi Lovato
Doused,223,1680534,231133,ed8ee6e6-20a7-4bff-9af6-4458a1a2e875,https://www.last.fm/music/DIIV/_/Doused,DIIV
Juicebox,192,5092536,658739,db067411-52bf-4569-942d-93f78dea8f6d,https://www.last.fm/music/The+Strokes/_/Juicebox,The Strokes
GROUP B,0,345530,62772,,"https://www.last.fm/music/Tyler,+the+Creator/_/GROUP+B","Tyler, the Creator"
Babies,239,1518789,274461,730fc88f-9eae-4753-91ad-d5d60e2ca7ac,https://www.last.fm/music/Pulp/_/Babies,Pulp
Immortal,0,483748,68481,,https://www.last.fm/music/21+Savage/_/Immortal,21 Savage
Helter Skelter - Remastered 2009,0,377808,101437,,https://www.last.fm/music/The+Beatles/_/Helter+Skelter+-+Remastered+2009,The Beatles
If You Leave Me Now,234,1232874,286691,729e5da1-6677-4d19-934e-52be34e65ea7,https://www.last.fm/music/Chicago/_/If+You+Leave+Me+Now,Chicago
Wassup (feat. Future),0,469658,60141,,https://www.last.fm/music/LIL+UZI+VERT/_/Wassup+(feat.+Future),LIL UZI VERT
BERETTA (feat. Wifisfuneral),0,341706,38530,,https://www.last.fm/music/$NOT/_/BERETTA+(feat.+Wifisfuneral),$NOT
Every Planet We Reach Is Dead,293,3163797,626202,ae28e0d1-73ab-4292-a8f5-fa28dffec415,https://www.last.fm/music/Gorillaz/_/Every+Planet+We+Reach+Is+Dead,Gorillaz
"Work Remix (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",0,326409,65968,,"https://www.last.fm/music/A$AP+Ferg/_/Work+Remix+(feat.+A$AP+Rocky,+French+Montana,+Trinidad+James+&+ScHoolboy+Q)",A$AP Ferg
Alone Together,203,2021861,222031,16052f74-d526-4c06-b696-a968c95e08e1,https://www.last.fm/music/Fall+Out+Boy/_/Alone+Together,Fall Out Boy
Triggered (freestyle),0,475106,72768,,https://www.last.fm/music/Jhen%C3%A9+Aiko/_/Triggered+(freestyle),Jhené Aiko
Lump,134,1710060,408695,2e77948f-ee05-4623-96f1-3f169572ed8d,https://www.last.fm/music/The+Presidents+of+the+United+States+of+America/_/Lump,The Presidents of the United States of America
Bloodbuzz Ohio,275,4713981,457855,6a17a1a8-a70e-4cd7-93c6-d9a54820c354,https://www.last.fm/music/The+National/_/Bloodbuzz+Ohio,The National
Adorn,193,1700555,267716,d6bcc45c-2567-4abb-91bc-2ff39a98bbf9,https://www.last.fm/music/Miguel/_/Adorn,Miguel
So Heavy I Fell Through the Earth - Art Mix,0,581271,93056,,https://www.last.fm/music/Grimes/_/So+Heavy+I+Fell+Through+the+Earth+-+Art+Mix,Grimes
Just A Dream,238,2783804,429924,9d3dced0-3b54-4a1f-a9b4-8a4dadf74f6a,https://www.last.fm/music/Nelly/_/Just+A+Dream,Nelly
Concrete,0,508794,62419,,https://www.last.fm/music/Poppy/_/Concrete,Poppy
Rose Golden,0,475994,66157,,https://www.last.fm/music/Kid+Cudi/_/Rose+Golden,Kid Cudi
"Go to Hell, for Heaven's Sake",243,1872542,160850,a408f3d5-140a-40e9-8df9-59cf409a1146,"https://www.last.fm/music/Bring+Me+the+Horizon/_/Go+to+Hell,+for+Heaven%27s+Sake",Bring Me the Horizon
I Wanna Be Your Dog,189,2661929,506395,8314a713-c614-4bde-8b3b-f290afd20af9,https://www.last.fm/music/The+Stooges/_/I+Wanna+Be+Your+Dog,The Stooges
Perm,0,438306,91211,,https://www.last.fm/music/Bruno+Mars/_/Perm,Bruno Mars
this girl,0,369468,84812,,https://www.last.fm/music/elijah+who/_/this+girl,elijah who
She's My Religion,0,131366,20029,,https://www.last.fm/music/Pale+Waves/_/She%27s+My+Religion,Pale Waves
Uproar,0,131841,34863,,https://www.last.fm/music/Lil+Wayne/_/Uproar,Lil Wayne
Hollywood Forever Cemetery Sings,190,1381490,204825,44f4d675-191a-4140-a8d3-b65d0e7062d5,https://www.last.fm/music/Father+John+Misty/_/Hollywood+Forever+Cemetery+Sings,Father John Misty
Come and Get Your Love,208,1607012,256028,19743e71-e55d-4413-9450-0be53223675a,https://www.last.fm/music/Redbone/_/Come+and+Get+Your+Love,Redbone
Slip Away,0,949949,161053,,https://www.last.fm/music/Perfume+Genius/_/Slip+Away,Perfume Genius
Burning,0,3304308,469876,0a73cc35-d391-47ab-93b1-8b852346cec2,https://www.last.fm/music/The+Whitest+Boy+Alive/_/Burning,The Whitest Boy Alive
Lonely,235,1206859,345504,b2b06ad9-7be5-4708-8df9-23ef2cf74147,https://www.last.fm/music/Akon/_/Lonely,Akon
No Blueberries,0,150065,15570,,https://www.last.fm/music/DPR+IAN/_/No+Blueberries,DPR IAN
Broken,197,2183449,396674,7d20ef88-4b9e-4efc-952a-c485091ca563,https://www.last.fm/music/Gorillaz/_/Broken,Gorillaz
Our Summer,0,708600,48704,,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/Our+Summer,TOMORROW X TOGETHER
Pressure,185,3880318,411764,b6a79931-0c8a-4c96-bdc4-ec3a0423b842,https://www.last.fm/music/Paramore/_/Pressure,Paramore
OK - with Remi Wolf & Solomonophonic,0,43092,12899,,https://www.last.fm/music/Wallows/_/OK+-+with+Remi+Wolf+&+Solomonophonic,Wallows
KILLSHOT,0,756281,88997,,https://www.last.fm/music/Eminem/_/KILLSHOT,Eminem
Started,0,1023267,76587,,https://www.last.fm/music/Iggy+Azalea/_/Started,Iggy Azalea
Headless Horseman,0,978850,158080,,https://www.last.fm/music/The+Microphones/_/Headless+Horseman,The Microphones
